,author,quote,related_concept,url,image,term,genre,sg_stance,sg_pro,sg_pro_method,sg_con,sg_con_method,type,annotation,
54404,Alan Cumming,Just did yoga and during the lying down but at the end I had a sort of hallucination that the world's drag queens were all put on an island!,LGBT,error,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/AlanCummingSept2013TIFF.jpg/75px-AlanCummingSept2013TIFF.jpg,drag queens,twitter,P,1,ibm,0,none,direct,none,
49883,David Lammy,"On the 75th anniversary of #VEDay we remember the brave generation who came together to defeat fascism. From across the United Kingdom, the Commonwealth and beyond, their sacrifice built a more equal, fair and free world. We owe them an enormous debt. https://twitter.com/HasAhmed_/status/1258655152002797569/video/1",fascism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Official_portrait_of_Rt_Hon_David_Lammy_MP_crop_2.jpg/75px-Official_portrait_of_Rt_Hon_David_Lammy_MP_crop_2.jpg,fascism,twitter,C,0,none,0.555139139,prediction,direct,c,
15571,Lady Gaga,@FeatherMermaid everyone needs to relax I'm going to make music for the next 60 years what is this timeline today IM AN ART AND MUSIC SLAVE,slavery,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lady_Gaga_interview_2016.jpg/78px-Lady_Gaga_interview_2016.jpg,slaves,twitter,C,0,none,0.999727245,prediction,direct,none,
22952,Barbara Comstock,"We joined our friends at @MicronTech today to celebrate their $3 billion investment in expanding Micron in Manassas. As Mayor Hal Parrish highlighted, Micron is the largest employer and largest taxpayer in Manassas and they provide a strong tax base for our region. #VA10",tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Barbara_Comstock_official_photo%2C_114th_Congress.jpg/66px-Barbara_Comstock_official_photo%2C_114th_Congress.jpg,tax,twitter,C,0,none,0.909100167,prediction,direct,none,
67141,Kylie Minogue,“@daniellismore: with lots of love from two drag queens xxx ” looking good ladies!,LGBT,error,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Kylie_Minogue_1_%284515615%29.jpg/70px-Kylie_Minogue_1_%284515615%29.jpg,drag queens,twitter,P,1,ibm,0,none,direct,none,
4357,Ted Cruz,The Obama administration has secretly settled refugees in #Texas. This lawlessness must end. http://bit.ly/1JM1Tun,immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,refugees,twitter,C,0,none,0.999909136,prediction,direct,none,
374,Bernie Sanders,"It is outrageous that Donald Trump continues to push a racist travel policy that dehumanizes immigrants and their families for his own political purposes. On day one of my administration, I will overturn this xenophobic and discriminatory ban. ",prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernie_Sanders_in_March_2020.jpg/72px-Bernie_Sanders_in_March_2020.jpg,ban,twitter,P,0.999726107,prediction,0,none,direct,none,
24831,Stephen Kinnock,"Recommendations in this @ResFoundation report reflect calls in Spirit of Britain, Purpose of Labour (pgs 52-55) to reform the tax system in order to balance Britain's books and shape a fairer, more prosperous country. https://www.labourfuture.org.uk/spirit_of_britain_purpose_of_labour",tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Official_portrait_of_Stephen_Kinnock_MP_crop_2.jpg/75px-Official_portrait_of_Stephen_Kinnock_MP_crop_2.jpg,tax,twitter,C,0,none,0.999897458,prediction,direct,none,
303,Barack Obama,Good news: 17 million people will be eligible for premium tax credits in the new health insurance marketplace. http://OFA.BO/ZGNXk1,tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/President_Barack_Obama.jpg/80px-President_Barack_Obama.jpg,tax,twitter,P,0.408113797,prediction,0,none,direct,none,
32857,António Guterres,"The impressive weight of more than 1,000 years of history, culture, scholarship and worship was evident at @AlAzhar in Cairo. As a man of faith, I was humbled to express my respect for Islam to the Grand Imam and my solidarity with its followers in these turbulent times. ",islam,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Ant%C3%B3nio_Guterres_-_2019_%2848132270313%29_%28cropped%29.jpg/66px-Ant%C3%B3nio_Guterres_-_2019_%2848132270313%29_%28cropped%29.jpg,islam,twitter,P,0.999759948,prediction,0,none,direct,p,
17364,Kamala Harris,"1M+ people are living with HIV, which disproportionately impacts gay &amp; bi men, trans women, &amp; people of color. My Administration will fight to repeal outdated &amp; discriminatory federal &amp; state laws that criminalize HIV status. We will end this epidemic in a generation.",lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kamala_Harris_official_photo.jpg/66px-Kamala_Harris_official_photo.jpg,gay,twitter,P,0.999741644,prediction,0,none,direct,none,
1698,Nancy Pelosi,"Politics can be discouraging, especially right now. But we can change that -- by continuing to inspire one another, by being there for one another and never losing faith.",faith,error,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Official_photo_of_Speaker_Nancy_Pelosi_in_2019.jpg/80px-Official_photo_of_Speaker_Nancy_Pelosi_in_2019.jpg,faith,twitter,P,0.975679728,prediction,0,none,direct,none,
1280,John Hickenlooper,"Happy to clarify @LLM14086755. I firmly defend a woman's right choose, and believe that abortion is healthcare.",abortion,error,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/John_Hickenlooper_June_2019.jpg/79px-John_Hickenlooper_June_2019.jpg,abortion,twitter,C,0,none,0.999878879,prediction,direct,p,
41113,Elizabeth Warren,My mother worked at Sears after my dad had a heart attack & it saved our family. Today the biggest companies make record profits – but workers wouldn’t know it. It's time for a system where everyone can benefit – & my Accountable Capitalism Act would help. ,capitalism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg/80px-Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg,capitalism,twitter,C,0,none,0.999883329,prediction,direct,none,
10376,Ted Cruz,"Under socialism/communism, people line up for bread; under capitalism, there are lines and lines of bread at the grocery for people to choose from. #SocialistBreadlines",Communism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,communism,twitter,C,0,none,1,ibm,direct,c,
47018,Joe Manchin,House Committee just passed their version of my #RECLAIMAct – now 1 step closer 2 helping #WV mining communities get back on their feet,mining,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Senator_Manchin.jpg/80px-Senator_Manchin.jpg,mining,twitter,P,0.999708395,prediction,0,none,direct,none,
41116,Elizabeth Warren,President Trump’s Texas District Court nominee claimed that being transgender is a “delusion.” That narrow-minded bigotry deserves no place on the federal judiciary. The Senate must stand with the trans community and reject Matthew Kacsmaryk’s nomination. ,lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg/80px-Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg,transgender,twitter,P,0.999741529,prediction,0,none,direct,p,
365,Bernie Sanders,@realDonaldTrump You’re not going to split us up by attacking our Muslim friends or our gay friends or women or anybody else.,lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernie_Sanders_in_March_2020.jpg/72px-Bernie_Sanders_in_March_2020.jpg,gay,twitter,P,0.999732853,prediction,0,none,direct,p,
67847,Cher,"Rosie is here & we are trying on “Russia costumes “ oh I’ll take a pics, but its such a mess ! Looks like 10 Drag Queens had a “Drag Off”",LGBT,error,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Cher_in_2019_cropped.jpg/74px-Cher_in_2019_cropped.jpg,drag queens,twitter,P,1,ibm,0,none,direct,none,
17745,Mia Farrow,Chechen authorities are arresting and killing gay men. Russian Paper Says via @NYTimes,homosexuality,error,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Pulitzer2018-mia-farrow-20180530-wp.jpg/66px-Pulitzer2018-mia-farrow-20180530-wp.jpg,gay men,twitter,P,0.999755161,prediction,0,none,direct,none,news report
6416,David Baddiel,TM tries to capitalise on the latest Labour antisemitism row by singing a series of songs from Fiddler On The Roof. ,antisemitism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Secret_Comedy_Podcast_-_3_August_2013_-_11_%289430466386%29_%28cropped%29.jpg/74px-Secret_Comedy_Podcast_-_3_August_2013_-_11_%289430466386%29_%28cropped%29.jpg,antisemitism,twitter,C,0,none,0.999771169,prediction,direct,none,
6284,Boris Johnson,"Important meeting in Paris today to bolster international support for Chemical Weapons Convention. @JY_LeDrian and I agree: we cannot look on passively as ban on chemical weapons is steadily eroded by Asad, Russia - we must strengthen support for @OPCW",prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Boris_Johnson_official_portrait_%28cropped%29.jpg/69px-Boris_Johnson_official_portrait_%28cropped%29.jpg,ban,twitter,C,0,none,0.999876035,prediction,direct,none,
4363,Ted Cruz,"With more than 33M Americans out of work as a result of #COVID19, our priority in Congress needs to be our nation’s recovery – reducing taxes and lifting burdensome regulations on local businesses so they can survive and provide the jobs Americans need to come back. ",tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,tax,twitter,P,0.993591757,prediction,0,none,direct,none,
44603,Michaëlle Jean,"The sea is a sanctuary: from thousands of corpses, for centuries, thrown overboard from slave ships to today's shipwrecked refugees.",immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Micha%C3%ABlle_Jean_1_11072007.jpg/71px-Micha%C3%ABlle_Jean_1_11072007.jpg,refugees,twitter,C,0,none,0.99986692,prediction,direct,none,
53829,Harvey Fierstein,"TWO AND A HALF MEN was truly awful. Tonight's episode found the ""fellas"" feying gay in order to pick up a beyond prehistoric lesbian couple.",LGBT,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Harvey_Fierstein_Shankbone_Metropolitan_Opera_2009.jpg/77px-Harvey_Fierstein_Shankbone_Metropolitan_Opera_2009.jpg,lesbian,twitter,P,1,ibm,0,none,direct,none,
49881,Lucy Powell,"This can’t come soon enough in my view. A considered, much-needed and comprehensive response to regulation of big tech and social media. Well done @tom_watson",social media,error,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Official_portrait_of_Lucy_Powell_MP_crop_2.jpg/75px-Official_portrait_of_Lucy_Powell_MP_crop_2.jpg,social media,twitter,P,0.980188979,prediction,0,none,direct,none,
4363,Ted Cruz,".@realDonaldTrump &amp; Republicans have worked together to achieve real results for the American people. By passing historic tax cuts &amp; rolling back job-killing regulations, we’re seeing a booming blue-collar economy. No magic wand required, @BarackObama.",tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,tax,twitter,P,0.993591757,prediction,0,none,direct,none,
50574,Jackie Speier,So-called gay conversion therapy is condemned &amp; rejected as scientifically invalid by every mainstream medical &amp; mental health assoc #SHOK,lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Jackie_Speier_official_photo_%28cropped%29.jpg/59px-Jackie_Speier_official_photo_%28cropped%29.jpg,gay,twitter,P,0.999737779,prediction,0,none,direct,p,
15069,Beatrice Fihn,"Nuclear weapons risk greater than in cold war, says ex-Pentagon chief. ",cold war,error,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Global_Parliamentary_Appeal_for_a_Nuclear_Weapons_Ban_%28cropped%29.jpg/74px-Global_Parliamentary_Appeal_for_a_Nuclear_Weapons_Ban_%28cropped%29.jpg,cold war,twitter,P,0.999735661,prediction,0,none,direct,none,cold war not the key topic
10376,Ted Cruz,"A powerful, must read op-ed with wise words from former Soviet dissident @NatanSharansky who courageously fought for freedom against Soviet communism – “The West should stop dithering and show its support for the protesters in Iran” ",Communism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,communism,twitter,C,0,none,1,ibm,direct,none,
29995,Louise Mensch,"Sir, I am going to speak on this as a woman. The allegations made by Tara Reade have no credibility. None at all. That’s why women and women’s organizations do not soil ourselves by pretending they do. I respect you immensely but as a feminist and a female, have to disagree here.",Feminism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Louise_Mensch%2C_May_2015_%281%29.jpeg/71px-Louise_Mensch%2C_May_2015_%281%29.jpeg,feminists,twitter,P,1,ibm,0,none,direct,p,
6084,Alan Dershowitz,3..who wield too much influence in Israeli politics & w/ proposals to cut back on support for Israel due to its gov's decisions re religion,religion,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Alan_dershowitz_2009_retouched_cropped.jpg/74px-Alan_dershowitz_2009_retouched_cropped.jpg,religion,twitter,C,0,none,0.999896774,prediction,direct,none,
40311,Bob Goodlatte,.@globalIPcenter: Moving the U.S. #Copyright Office Into the Digital Age ,copyright,error,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Goodlatte_Official.png/77px-Goodlatte_Official.png,copyright,twitter,P,0.999720632,prediction,0,none,direct,p,
362,Bernie Sanders,One year ago 58 people were killed and 800 injured by a gunman in Las Vegas. My thoughts are with those victims' families today. We have got to prevent more innocent Americans from becoming victims of gun violence by passing commonsense gun safety legislation.,gun violence,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernie_Sanders_in_March_2020.jpg/72px-Bernie_Sanders_in_March_2020.jpg,gun violence,twitter,C,0,none,0.999889387,prediction,direct,c,
48534,Matt Bevin,MB: We need to move to more of a consumption-based tax environment. #ksrdebate,tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Matt_Bevin.jpg/69px-Matt_Bevin.jpg,tax,twitter,P,0.979513724,prediction,0,none,direct,none,
4353,Ted Cruz,.@jack_welch: truth and trust go with Ted Cruz. Join the #CruzCrew: http://tedcruz.org/volunteer,faith,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,trust,twitter,C,0,none,0.999855506,prediction,direct,none,
2064,Rand Paul,“America should absolutely take a much harder line with nations that are habitually delinquent in their financial commitments and military capability development.” ,evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate.jpg/79px-Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate.jpg,development,twitter,P,0.999725176,prediction,0,none,direct,none,
41658,Dominic Raab,International partners came together yesterday at the International Donors Conference to discuss how we can work together to support the millions of refugees fleeing the crisis in Venezuela. is committed to working with partners to ensure a better future for all Venezuelans.,immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Official_portrait_of_Rt_Hon_Dominic_Raab_MP_crop_2.jpg/75px-Official_portrait_of_Rt_Hon_Dominic_Raab_MP_crop_2.jpg,refugees,twitter,C,0,none,0.999908029,prediction,direct,none,
17191,Alanis Morissette,"For those who missed Alanis' conversation with Women on the Edge of Evolution, go to http://bit.ly/8QrraL enter your email and listen.",evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Alanis_Morissette_5-19-2014.jpg/70px-Alanis_Morissette_5-19-2014.jpg,evolution,twitter,P,0.999734459,prediction,0,none,direct,none,
54800,Michael Bennet,Colorado and our nation have a proud tradition of giving those fleeing all forms of persecution and violence an opportunity to thrive in our communities. Slashing the number of refugees allowed into our country is a betrayal of that tradition and our values. #RefugeesWelcome,immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Michael_Bennet_Official_Photo.jpg/79px-Michael_Bennet_Official_Photo.jpg,refugees,twitter,C,0,none,0.999897759,prediction,direct,c,
22950,Barbara Comstock,"Always appreciate the opportunity to join our friends at the annual VietFest which we’ve attended for the past seven years to celebrate our Vietnamese community. We work with our vibrant Vietnamese-American community on biz, education, immigration, &amp; human rights issues #VA10",immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Barbara_Comstock_official_photo%2C_114th_Congress.jpg/66px-Barbara_Comstock_official_photo%2C_114th_Congress.jpg,immigration,twitter,C,0,none,0.999889605,prediction,direct,none,
17366,Kamala Harris,America’s seniors have worked hard all their lives and deserve access to affordable prescription drugs. We need to let them purchase cheaper drugs from Canada &amp; give Medicare the ability to negotiate prices. I recently joined colleagues to introduce a bill to allow for this.,prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kamala_Harris_official_photo.jpg/66px-Kamala_Harris_official_photo.jpg,proscription,twitter,P,0.999738652,prediction,0,none,direct,none,
50970,Katie Couric,I’m wearing purple today! Let’s all do our part to end #lgbt bullying. #spiritday http://twitpic.com/2zcc62,lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Katie_Couric_2014_%28cropped%29.jpg/62px-Katie_Couric_2014_%28cropped%29.jpg,lgbt,twitter,P,0.999737987,prediction,0,none,direct,p,
20692,Lindsey Graham,"Senators Graham, Rubio, McCain letter to President Obama opposing executive action on immigration. READ: ",immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lindsey_Graham%2C_official_photo%2C_113th_Congress.jpg/82px-Lindsey_Graham%2C_official_photo%2C_113th_Congress.jpg,immigration,twitter,C,0,none,0.999897047,prediction,direct,none,news report
14692,Rick Santorum,We should not have to choose between keeping our job & practicing our faith. Congress and states must pass First Amendment Defense Act now!,faith,error,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Rick_Santorum_by_Gage_Skidmore_12.jpg/72px-Rick_Santorum_by_Gage_Skidmore_12.jpg,faith,twitter,C,0,none,0.701545558,prediction,direct,none,
6955,Julia Gillard,Right now: The PM is holding a press conference with the UN Secretary-General Ban Ki-moon. Watch it live here - http://www.abc.net.au/news/abcnews24/ TeamJG,prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Julia_Gillard_2010.jpg/78px-Julia_Gillard_2010.jpg,ban,twitter,C,0,none,0.795575922,prediction,direct,none,
85835,Katie Morgan,“@HappyV13: has there ever been a musical porno? and if not could someone please get started on this” -Yep! Try Misty Beethoven: The Musical,Pornography,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Katie_Morgan_2017.jpg/66px-Katie_Morgan_2017.jpg,porno,twitter,P,1,ibm,0,none,direct,none,
864,Harry Reid,We must pause and think about who these refugees are. They were expelled from their homeland by the same evildoers we are fighting.,immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Harry_Reid_official_portrait_2009.jpg/79px-Harry_Reid_official_portrait_2009.jpg,refugees,twitter,C,0,none,0.999889837,prediction,direct,p,
273,Barack Obama,"In 29 states, no state law protects you from being fired for being gay. Let's fix that: http://OFA.BO/SfVv1Z #ENDA",lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/President_Barack_Obama.jpg/80px-President_Barack_Obama.jpg,gay,twitter,P,0.999739568,prediction,0,none,direct,p,
41105,Cory Gardner,"Taiwan continues to show why it's a beacon of hope for democracy & for those seeking to escape the wrath of the Chinese Communist Party that cannot tolerate any dissent. Bravo, @iingwen – the US stands in solidarity with our friends in #Taiwan &amp; #HongKong.",communism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Cory_Gardner_official_Senate_portrait.jpeg/79px-Cory_Gardner_official_Senate_portrait.jpeg,communists,twitter,C,0,none,0.999850023,prediction,direct,c,
4187,Nicolas Sarkozy,"Je propose pour les activités touristiques, la plaisance et les croisiéristes, une exonération des droits de douane et de taxes. #NSRéunion",tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Flickr_-_europeanpeoplesparty_-_EPP_Summit_October_2010_%28105%29.jpg/65px-Flickr_-_europeanpeoplesparty_-_EPP_Summit_October_2010_%28105%29.jpg,tax,twitter,C,0,none,0.790942268,prediction,direct,none,
50969,Katie Couric,What you need to know about the Scottish Independence Referendum Bill. http://yhoo.it/1qBZiZo #Scotland #indyref #NowIGetIt @YahooNews,independence,error,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Katie_Couric_2014_%28cropped%29.jpg/62px-Katie_Couric_2014_%28cropped%29.jpg,independency,twitter,P,0.999721579,prediction,0,none,direct,none,
49134,Clay Shirky,"""Globalization, democracy &amp; the nation-state are mutually irreconcilable. We can have only 2 at a time."" http://bit.ly/aazd32 (fixed link)",globalization,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Etech05_Clay2.jpg/75px-Etech05_Clay2.jpg,globalisation,twitter,C,0,none,0.999885843,prediction,direct,none,
61786,Nico Tortorella,2012 i was a lesbian. 2013 was a rough one. https://www.instagram.com/p/_OGtR9lQKq/,LGBT,error,error,lesbian,twitter,P,1,ibm,0,none,direct,none,
18071,Erna Solberg,"@johndstoll We are not cutting down the number of refugees from Syria, but the total number of UN refugees will be increased by 500 in 2014",immigration,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Erna_Solberg_Norges_Bank_%C3%85rstale_%28191341%29.jpg/94px-Erna_Solberg_Norges_Bank_%C3%85rstale_%28191341%29.jpg,refugees,twitter,C,0,none,0.999887199,prediction,direct,none,news report
49683,Alistair Burt,This weekend saw International Freedom of Religion or Belief Day. I visited the King Hamad Global Centre for Peaceful Co-existence to discuss the importance of religious tolerance with interfaith leaders. Bahrain is one of the most religiously diverse states in the Middle East. ,religion,error,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Official_portrait_of_Alistair_Burt_crop_2.jpg/75px-Official_portrait_of_Alistair_Burt_crop_2.jpg,religion,twitter,C,0,none,0.999896769,prediction,direct,p,
4349,Ted Cruz,"Perhaps a sign of a life VERY poorly lived: when the opening words of your epitaph, for all eternity, read “the butcher of....” Lessons for China’s dictators today—reject tyranny, embrace freedom. #RememberTiananmen",authoritarianism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/79px-Ted_Cruz_official_116th_portrait.jpg,tyranny,twitter,C,0,none,0.999878431,prediction,direct,none,
38724,Gerald Howarth,I am offended by the ban. Next stop 'Ban Christmas' so atheists and other religions are not offended. #lordsprayerbanned,prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Gerald_Howarth%2C_Parliamentary_Under_Secretary_of_State_for_the_MOD.jpg/80px-Gerald_Howarth%2C_Parliamentary_Under_Secretary_of_State_for_the_MOD.jpg,ban,twitter,P,0.999721063,prediction,0,none,direct,none,
44918,Sarah Wollaston,"@wa_la_land disagree, feminism is selling out by allowing the niqab to masquerade as personal freedom",feminism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Official_portrait_of_Dr_Sarah_Wollaston_crop_2.jpg/75px-Official_portrait_of_Dr_Sarah_Wollaston_crop_2.jpg,feminism,twitter,P,0.999726597,prediction,0,none,direct,p,
52771,Kasim Reed,"Genius runs in the family... Congratulations, Faith!",faith,error,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Kasim_Reed_2011.jpg/73px-Kasim_Reed_2011.jpg,faith,twitter,P,0.999673447,prediction,0,none,direct,none,
15440,Javier Solana,“@nybooks: Frank Rich: “Romney is but a placeholder in the rightward evolution of the GOP” http://j.mp/V4LL7U”,evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Javier_Solana_1999.jpg/67px-Javier_Solana_1999.jpg,evolution,twitter,P,0.999736561,prediction,0,none,direct,none,
15573,Lady Gaga,"Download the App FREE, chat with fans worldwide while you listen to the album, create w ARTHAUS, and upload ure creations to social media.",social media,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lady_Gaga_interview_2016.jpg/78px-Lady_Gaga_interview_2016.jpg,social media,twitter,P,0.999740631,prediction,0,none,direct,none,
41140,Antonio Villaraigosa,The human cost of Trump's policies. Please sign the petition - No Ban No Wall: http://antonioforcalifornia.com/petitions/no-ban-no-wall/,prohibition,error,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/AntonioVillaraigosaHWOFMay2013.jpg/86px-AntonioVillaraigosaHWOFMay2013.jpg,ban,twitter,P,0.999679621,prediction,0,none,direct,none,
55387,Ralph Northam,"Gov vows to veto 20-week abortion legislation &amp; warns VA GOP not to “waste time” w/ “socially divisive bills"" http://bit.ly/2hN5xqt",abortion,error,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Governor_Ralph_Northam_Gives_Inaugural_Address_%2839348612584%29_%28cropped%29.jpg/77px-Governor_Ralph_Northam_Gives_Inaugural_Address_%2839348612584%29_%28cropped%29.jpg,abortion,twitter,C,0,none,0.999877922,prediction,direct,none,
40315,Bob Goodlatte,TODAY at 10AM: @HouseJudiciary examining the Supreme Court’s recent decision in Wayfair v. South Dakota. Online sales tax is a complicated issue and one which SCOTUS should have allowed Congress to resolve. Watch it: https://judiciary.house.gov/hearing/examining-the-wayfair-decision-and-its-ramifications-for-consumers-and-small-businesses,tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Goodlatte_Official.png/77px-Goodlatte_Official.png,tax,twitter,C,0,none,0.999887925,prediction,direct,none,news report
15573,Lady Gaga,@HausOfNickS the games are creative and interactive and they will relate to your social media...,social media,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lady_Gaga_interview_2016.jpg/78px-Lady_Gaga_interview_2016.jpg,social media,twitter,P,0.999740631,prediction,0,none,direct,none,
253,Barack Obama,The United States will do our part—we will be a global leader in international development in the 21st century.,evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/President_Barack_Obama.jpg/80px-President_Barack_Obama.jpg,development,twitter,P,0.999737957,prediction,0,none,direct,none,
273,Barack Obama,"Today is a big step in our march toward equality. Gay and lesbian couples now have the right to marry, just like anyone else. #LoveWins",lgbt,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/President_Barack_Obama.jpg/80px-President_Barack_Obama.jpg,gay,twitter,P,0.999739568,prediction,0,none,direct,p,
29697,Donald Trump,"What is happening in Atlantic City, casino closures, is very sad - but does anybody give me credit for getting out before its demise? Timing",casino,error,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Donald_Trump_official_portrait.jpg/79px-Donald_Trump_official_portrait.jpg,casino,twitter,P,0.999721018,prediction,0,none,direct,p,
17247,Bill Gates,D3 event announcing service line protection plan - benefits residents & generates revenues for city w/o raising taxes ,tax,error,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Bill_Gates_2018.jpg/80px-Bill_Gates_2018.jpg,tax,twitter,C,0,none,0.999851061,prediction,direct,none,
60253,Ricky Martin,Phil three go gay. #3GoGay #skateboarding,LGBT,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ricky_Martin_in_store_appearance%2C_Sydney_Australia_%281%29.jpg/66px-Ricky_Martin_in_store_appearance%2C_Sydney_Australia_%281%29.jpg,gay,twitter,P,1,ibm,0,none,direct,none,
17335,Jessie J,Don't just trust your instincts follow them https://instagram.com/p/8rmAyEQ0XP/,faith,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Jessie_J_12_17_2017_-31_%2839161794942%29.jpg/71px-Jessie_J_12_17_2017_-31_%2839161794942%29.jpg,trust,twitter,C,0,none,0.902555425,prediction,direct,none,
355,Bernie Sanders,Unfettered capitalism created the opioid epidemic. That is why we need a political revolution to say enough is enough. #DemDebate,capitalism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernie_Sanders_in_March_2020.jpg/72px-Bernie_Sanders_in_March_2020.jpg,capitalism,twitter,C,0,none,0.999913264,prediction,direct,c,
