,author,quote,related_concept,url,image,term,genre,sg_stance,sg_pro,sg_pro_method,sg_con,sg_con_method,type,annotation
19367,Janet Napolitano,"Smart businesses do not look at labor costs alone anymore. They do look at market access, transportation, telecommunications infrastructure and the education and skill level of the workforce, the development of capital and the regulatory market.",evolution,/wiki/Janet_Napolitano,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Janet_Napolitano_by_Gage_Skidmore_2.jpg/74px-Janet_Napolitano_by_Gage_Skidmore_2.jpg,development,quote500k,p,0.981120294,"{'source': 'prediction', 'related_topic': 'lgbt', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,none
15948,Shirin Neshat,"I believe and support the feminist movement, but I am not generally interested in considering women's rights in relation to equality with men, or in a competition with men, but rather within their own rights and feminine space.",feminism,/wiki/Shirin_Neshat,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Viennale_talk_%282%29%2C_Shirin_Neshat.jpg/74px-Viennale_talk_%282%29%2C_Shirin_Neshat.jpg,feminist movement,quote500k,p,1,ibm,0,none,direct,p
15071,John F. Kennedy,Now the trumpet summons us again - not as a call to bear arms  though arms we need  not as a call to battle  though embattled we are  but a call to bear the burden of a long twilight struggle  year in and year out  'rejoicing in hope  patient in tribulation'  a struggle against the common enemies of man: tyranny  poverty  disease and war itself.,authoritarianism,/wiki/John_F._Kennedy_(Georgia_politician),error,tyranny,quote500k,c,0,none,0.999861533,prediction,direct,c
15895,Jay-Z,"Racism is taught in the home. We agree on that? Well, it's very hard to teach racism to a teenager who's listening to rap music and who idolizes, say, Snoop Dogg. It's hard to say, 'That guy is less than you.' The kid is like, 'I like that guy, he's cool. How is he less than me?",racism,/entity/Q62766,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Jay-Z_%40_Shawn_%27Jay-Z%27_Carter_Foundation_Carnival_%28crop_2%29.jpg/83px-Jay-Z_%40_Shawn_%27Jay-Z%27_Carter_Foundation_Carnival_%28crop_2%29.jpg,racism,quote500k,c,0,none,0.714778458,"{'source': 'prediction', 'related_topic': 'evolution', 'stance': 'p', 'correlation': 'contrast'}",undirect,c
18233,Adoniram Judson,"Christ commands those who believe to be baptized. Pedobaptists adopt a system which tends to preclude the baptism of believers. They baptize the involuntary infant and deprive him of the privilege of ever professing his faith in the appointed way. If this system were universally adopted, it would banish believers' baptism out of the world.",faith,/entity/Q366131,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Adoniram_Judson_1846.jpg/84px-Adoniram_Judson_1846.jpg,faith,quote500k,p,0.42594927,"{'source': 'prediction', 'related_topic': 'buddhism', 'stance': 'p', 'correlation': 'consistent'}",0.008092556,"{'source': 'prediction', 'related_topic': 'slavery', 'stance': 'c', 'correlation': 'consistent'}",undirect,none
15106,Eliza Cook,Who would not rather trust and be deceived?,faith,/wiki/Eliza_Cook,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Eliza_Cook_by_William_Etty.jpg/88px-Eliza_Cook_by_William_Etty.jpg,trust,quote500k,p,0.999765134,prediction,0,none,direct,none
17469,Thomas Jefferson,"I have sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.",authoritarianism,/wiki/Thomas_Jefferson,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29%28cropped%29.jpg/81px-Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29%28cropped%29.jpg,tyranny,quote500k,c,0,none,0.999873126,prediction,direct,c
17933,John Calvin,"Is it faith to understand nothing, and merely submit your convictions implicitly to the Church?",faith,/wiki/John_Calvin,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/John_Calvin_Museum_Catharijneconvent_RMCC_s84_cropped.png/72px-John_Calvin_Museum_Catharijneconvent_RMCC_s84_cropped.png,faith,quote500k,p,0.998024573,prediction,0,none,direct,p
19050,Ed Rendell,"One of the things that people don't realize is that that natural beauty, those recreational forests, they have an economic development impact for the state as well.",evolution,/wiki/Ed_Rendell,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ed_Rendell_ID2004_crop_%28cropped%29.JPG/72px-Ed_Rendell_ID2004_crop_%28cropped%29.JPG,development,quote500k,p,0.572970552,"{'source': 'prediction', 'related_topic': 'islam', 'stance': 'p', 'correlation': 'consistent'}",0.238805223,"{'source': 'prediction', 'related_topic': 'tax', 'stance': 'p', 'correlation': 'contrast'}",undirect,none
9932,Milton Berle,"If evolution really works, how come mothers only have two hands?",evolution,/entity/Q558933,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Milton_Berle_-_publicity.jpg/81px-Milton_Berle_-_publicity.jpg,evolution,quote500k,p,0.714089515,"{'source': 'prediction', 'related_topic': 'racism', 'stance': 'c', 'correlation': 'contrast'}",0,none,undirect,c
0,Robert Mugabe,""" have provided humanitarian aid including salaries for health workers but withhold billions of euros in development aid , """,evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Mugabe_1979_a.jpg/75px-Mugabe_1979_a.jpg,development,gigaword,p,0.591201007,"{'source': 'prediction', 'related_topic': 'lgbt', 'stance': 'p', 'correlation': 'consistent'}",0.257159363,"{'source': 'prediction', 'related_topic': 'fascism', 'stance': 'p', 'correlation': 'contrast'}",undirect,none
16118,Edmund White,"In the case of my book, I don't think it's really the coming-out gay novel that everyone really needed, even though it was received as such. The boy is too creepy, he betrays his teacher, the only adult man with whom he's enjoyed a sexual experience, etc.",lgbt,/wiki/Edmund_White,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Edmund_White_2_by_David_Shankbone.jpg/100px-Edmund_White_2_by_David_Shankbone.jpg,gay,quote500k,p,1,ibm,0,none,direct,none
17069,Malcolm X,"There is nothing in our book, the Koran, that teaches us to suffer peacefully. Our religion teaches us to be intelligent.",religion,/wiki/Malcolm_X,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Malcolm_X_NYWTS_2a.jpg/72px-Malcolm_X_NYWTS_2a.jpg,religion,quote500k,p,0.999737736,prediction,0,none,direct,p
0,Chad Hurley,""" sets the standard for breaking down stereotypes and her youtube videos are nothing short of inspirational . """,youtube,error,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chad_Hurley_-_World_Economic_Forum_Annual_Meeting_Davos_2009.jpg/67px-Chad_Hurley_-_World_Economic_Forum_Annual_Meeting_Davos_2009.jpg,youtube,gigaword,p,0.999750761,prediction,0,none,direct,p
18981,Akshay Kumar,"No one has got close enough to use or abuse me, and even if they did, I wouldn't get too emotional about it. The only thing I ever get emotional about is my family. I am kind to everyone but I trust no one. That keeps me from getting hurt.",faith,/entity/Q233748,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Akshay_Kumar.jpg/100px-Akshay_Kumar.jpg,trust,quote500k,p,0.479959131,"{'source': 'prediction', 'related_topic': 'prohibition', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,none
16127,Joel Osteen,"I think faith is incredibly important because you will become overwhelmed with what's happening and you will have waves of grief, but when you turn to your faith, I believe God will give you waves of grace to get through it.",faith,/wiki/Joel_Osteen,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Joel_Osteen_Preaching_%28cropped%29.jpg/78px-Joel_Osteen_Preaching_%28cropped%29.jpg,faith,quote500k,p,0.863021566,"{'source': 'prediction', 'related_topic': 'religion', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,p
18281,Jim Wallis,"The media seems to think only abortion and gay marriage are religious issues. Poverty is a moral issue, it's a faith issue, it's a religious issue.",lgbt,/wiki/Jim_Wallis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Jim_Wallis_-_World_Economic_Forum_Annual_Meeting_2012.jpg/100px-Jim_Wallis_-_World_Economic_Forum_Annual_Meeting_2012.jpg,gay,quote500k,p,0.999741123,prediction,0,none,direct,c
4044,Bono,Sometimes religion gets in the way of God.,religion,/wiki/Bono,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Bono_singing_in_Indianapolis_on_Joshua_Tree_Tour_2017_9-10-17.jpg/94px-Bono_singing_in_Indianapolis_on_Joshua_Tree_Tour_2017_9-10-17.jpg,religion,quote500k,p,0.532091666,"{'source': 'prediction', 'related_topic': 'islam', 'stance': 'p', 'correlation': 'consistent'}",0.144595481,"{'source': 'prediction', 'related_topic': 'racism', 'stance': 'c', 'correlation': 'consistent'}",undirect,c
16107,Tim Holden,We should be increasing research and development into our fossil fuel program.,evolution,/wiki/Tim_Holden,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Tim_Holden.jpg/79px-Tim_Holden.jpg,development,quote500k,p,0.934613127,"{'source': 'prediction', 'related_topic': 'immigration', 'stance': 'c', 'correlation': 'contrast'}",0,none,undirect,none
4769,Benjamin Franklin,"How grossly are they mistaken in imagining slavery to be disallowed by the Alcoran! Are not the two precepts, to quote no more, Masters treat your slaves with kindness: Slaves serve your masters with cheerfulness and fidelity, clear proofs to the contrary? Nor can the plundering of infidels be in that sacred book forbidden, since it is well known from it, that God has given the world and all that it contains to his faithful Mussulmen, who are to enjoy it of right as fast as they can conquer it. Let us then hear no more of this detestable proposition, the manumission of christian slaves, the adoption of which would, by depreciating our lands and houses, and thereby depriving so many good citizens of their properties, create universal discontent, and provoke insurrections, to the endangering of government, and producing general confusion.",slavery,/wiki/Benjamin_Franklin,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Benjamin_Franklin_by_Joseph_Duplessis_1778.jpg/82px-Benjamin_Franklin_by_Joseph_Duplessis_1778.jpg,slaves,quote500k,p,0.999753326,prediction,0,none,direct,p
10035,Michael Shermer,"As Karl Marx once noted: 'Hegel remarks somewhere that all great, world-historical facts and personages occur, as it were, twice. He forgot to add: the first time as tragedy, the second as farce.' William Jennings Bryan and the Scopes trial was a tragedy. The creationists and intelligent design theorists are a farce.",intelligent design,/wiki/Michael_Shermer,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Michael_Shermer_wiki_portrait4.jpg/81px-Michael_Shermer_wiki_portrait4.jpg,intelligent design,quote500k,p,0.999729914,prediction,0,none,direct,c
14958,Ann Coulter,"Where there's smoke around a conservative, there are journalists furiously rubbing two sticks together.",smoking,/wiki/Ann_Coulter,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Ann_Coulter_by_Gage_Skidmore_3.jpg/79px-Ann_Coulter_by_Gage_Skidmore_3.jpg,smoke,quote500k,c,0,none,0.560370563,"{'source': 'prediction', 'related_topic': 'lgbt', 'stance': 'p', 'correlation': 'contrast'}",undirect,none
0,Ibrahim Ben Kargbo,"""sierra leone has been granted permission to purchase some 40,000 bags of rice under a partially lifted ban by india , """,prohibition,error,error,ban,gigaword,p,0.537808274,"{'source': 'ibm', 'related_topic': 'socialism', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,none
0,Jeff Radebe,""" i am sure that with our partners , both local communities as well as our development partners we shall do all we can to ensure the full implementation of the strategy """,evolution,error,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Jeff_Radebe_%28Red_carpet%29_-_Global_Citizen_Festival_Hamburg_01.jpg/87px-Jeff_Radebe_%28Red_carpet%29_-_Global_Citizen_Festival_Hamburg_01.jpg,development,gigaword,p,0.999749447,prediction,0,none,direct,none
17974,Thomas Carlyle,Not brute force but only persuasion and faith are the kings of this world.,faith,/wiki/Thomas_Carlyle,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Thomas_Carlyle_lm.jpg/73px-Thomas_Carlyle_lm.jpg,faith,quote500k,c,0,none,0.999908724,prediction,direct,p
15949,Ryan Holmes,"While social media skills were once a 'nice-to-have,' accreditation in the space is becoming a requirement for many of these job titles. Hiring managers and job seekers are realizing that printing stacks of resumes is turning passe, and social media is rising as the new way of generating real-time networking opportunities.",social media,/entity/Q15623499,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ryan_Holmes_2019.jpg/100px-Ryan_Holmes_2019.jpg,social media,quote500k,p,0.999759671,prediction,0,none,direct,p
17034,Abdolkarim Soroush,"The clergy earns its living from religion. If your interests are secured through religion, then you will defend your interests first, and religion will become secondary.",religion,/wiki/Abdolkarim_Soroush,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Abdolkarim_Soroush_02.jpg/100px-Abdolkarim_Soroush_02.jpg,religion,quote500k,p,0.999526357,prediction,0,none,direct,p
5473,Elizabeth Cady Stanton,"You may go over the world and you will find that every form of religion which has breathed upon this earth has degraded woman... I have been traveling over the old world during the last few years and have found new food for thought. What power is it that makes the Hindoo woman burn herself upon the funeral pyre of her husband? Her religion. What holds the Turkish woman in the harem? Her religion. By what power do the Mormons perpetuate their system of polygamy? By their religion/ Man, of himself, could not do this; but when he declares, 'Thus saith the Lord,' of course he can do it. So long as ministers stand up and tell us Christ is the head of the church, so is man the head of woman, how are we to break the chains which have held women down through the ages? You Christian women look at the Hindoo, the Turkish, the Mormon women, and wonder how they can be held in such bondage...Now I ask you if our religion teaches the dignity of woman? It teaches us the abominable idea of the sixth century--Augustine's idea--that motherhood is a curse; that woman is the author of sin, and is most corrupt. Can we ever cultivate any proper sense of self-respect as long as women take such sentiments from the mouths of the priesthood?",religion,/wiki/Elizabeth_Cady_Stanton,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Elizabeth_Stanton.jpg/68px-Elizabeth_Stanton.jpg,religion,quote500k,p,0.999725226,prediction,0,none,direct,c
4680,Clarence Darrow,I believe that religion is the belief in future life and in God. I don't believe in either. I don't believe in God as I don’t believe in Mother Goose.,religion,/wiki/Clarence_Darrow,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Clarence_Darrow.jpg/72px-Clarence_Darrow.jpg,religion,quote500k,p,0.852451153,prediction,0,none,direct,p
11708,Beatrix Potter,"The place is changed now, and many familiar faces are gone, but the greatest change is myself. I was a child then, I had no idea what the world would be like. I wished to trust myself on the waters and the sea. Everything was romantic in my imagination. The woods were peopled by the mysterious good folk. The Lords and Ladies of the last century walked with me along the overgrown paths, and picked the old fashioned flowers among the box and rose hedges of the garden.",faith,/wiki/Beatrix_Potter,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Beatrix_Potter_by_King_cropped.jpg/49px-Beatrix_Potter_by_King_cropped.jpg,trust,quote500k,c,0,none,0.22476095,prediction,direct,none
16811,Patrick Henry,It is a debt we owe to the purity of our religion to show that it is at variance with that law which warrants slavery.,religion,/wiki/Patrick_Henry,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Patrick_henry.JPG/83px-Patrick_henry.JPG,religion,quote500k,c,0,none,0.310978699,"{'source': 'prediction', 'related_topic': 'tax', 'stance': 'c', 'correlation': 'consistent'}",undirect,p
18554,Taylor Swift,"Songs are my diaries; they always have been. You have to put your trust in everyone because putting down those real, personal details and thoughts that make a song authentic also opens you right up. I am constantly misunderstood; a lot of people just don't get me.",faith,/entity/Q26876,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/191125_Taylor_Swift_at_the_2019_American_Music_Awards_%28cropped%29.png/70px-191125_Taylor_Swift_at_the_2019_American_Music_Awards_%28cropped%29.png,trust,quote500k,p,0.982016801,prediction,0,none,direct,p
17271,Rita Mae Brown,"I became a lesbian because of women, because women are beautiful, strong, and compassionate.",lgbt,/wiki/Rita_Mae_Brown,error,lesbian,quote500k,p,1,ibm,0,none,direct,p
17980,Miguel de Unamuno,It is truer to say that martyrs create faith more than faith creates martyrs.,faith,/wiki/Miguel_de_Unamuno,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Miguel_de_Unamuno_Meurisse_1925.jpg/87px-Miguel_de_Unamuno_Meurisse_1925.jpg,faith,quote500k,c,0,none,0.999782706,prediction,direct,c
15810,Golda Meir,I don't know why you use a fancy French word like detente when there's a good English phrase for it - cold war.,cold war,/wiki/Golda_Meir,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Golda_Meir_03265u.jpg/76px-Golda_Meir_03265u.jpg,cold war,quote500k,p,0.947600683,"{'source': 'prediction', 'related_topic': 'soviet union', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,none
18788,Nick Cave,You can't trust an artist that just makes good records.,faith,/wiki/Nick_Cave,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Nick_Cave_by_Bleddyn_Butcher_Oct_2012.jpg/95px-Nick_Cave_by_Bleddyn_Butcher_Oct_2012.jpg,trust,quote500k,c,0,none,0.999833094,prediction,direct,none
4316,Maya Angelou,"I gave birth to one child, a son, but I have thousands of daughters. You are Black and White, Jewish and Muslim, Asian, Spanish speaking, Native Americans and Aleut. You are fat and thin and pretty and plain, gay and straight, educated and unlettered, and I am speaking to you all. Here is my offering to you.",lgbt,/wiki/Maya_Angelou,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Angelou_at_Clinton_inauguration_%28cropped_2%29.jpg/74px-Angelou_at_Clinton_inauguration_%28cropped_2%29.jpg,gay,quote500k,p,0.999737756,prediction,0,none,direct,p
1888,Christopher Hitchens,"A wide and vague impression exists that so-called Eastern religion is more contemplative, innocuous, and humane than the proselytizing monotheisms of the West. Don't believe a word of this: try asking the children of Indochina who were dumped by their parents for inherited deformities that were attributed to sins in a previous 'life.",religion,/wiki/Christopher_Hitchens,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Christopher_Hitchens_2008-04-24_001.jpg/78px-Christopher_Hitchens_2008-04-24_001.jpg,religion,quote500k,c,0,none,1,deduction,direct,c
3612,Ernst Fischer,"In a decaying society, art, if it is truthful, must also reflect decay. And unless it wants to break faith with its social function, art must show the world as changeable. And help to change it.",faith,/wiki/Ernst_Fischer_(writer),error,faith,quote500k,c,0,none,0.509891069,"{'source': 'prediction', 'related_topic': 'fascism', 'stance': 'c', 'correlation': 'consistent'}",undirect,none
0,Junichiro Koizumi,""" the european union is seeking a peaceful solution and wishes to avoid the use of force , """,european union,error,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Junichiro_Koizumi_cropped_1_Junichiro_Koizumi_20010426.jpg/76px-Junichiro_Koizumi_cropped_1_Junichiro_Koizumi_20010426.jpg,european union,gigaword,p,0.714511679,"{'source': 'ibm', 'related_topic': 'nationalism', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,p
41,Nicole Kidman,"It's a very brave thing to fall in love. You have to be willing to trust somebody else with your whole being, and that's very difficult, really difficult and very brave.",faith,/entity/Q37459,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Nicole_Kidman_Cannes_2017_2.jpg/71px-Nicole_Kidman_Cannes_2017_2.jpg,trust,quote500k,c,0,none,0.999537162,prediction,direct,none
0,Tony Blair,""" coalition of civilised people from whatever race or religion to combat the barbarity of terrorism . """,religion,error,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tony_Blair_2010_%28cropped%29.jpg/68px-Tony_Blair_2010_%28cropped%29.jpg,religion,gigaword,c,0,none,0.493175421,prediction,direct,none
18349,Francis Collins,Proponents of intelligent design don't accept that some of the very complex nanomachines that we have inside ourselves could have come about solely on the basis of natural selection.,intelligent design,/wiki/Francis_Collins,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Francis_Collins_official_photo.jpg/80px-Francis_Collins_official_photo.jpg,intelligent design,quote500k,p,0.999747787,prediction,0,none,direct,p
17295,Ban Ki-moon,Climate change is destroying our path to sustainability. Ours is a world of looming challenges and increasingly limited resources. Sustainable development offers the best chance to adjust our course.,evolution,/wiki/Ban_Ki-moon,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Ban_Ki-moon_February_2016.jpg/72px-Ban_Ki-moon_February_2016.jpg,development,quote500k,p,0.999741244,prediction,0,none,direct,none
1815,Ramana Maharshi,"Have faith in God and in yourself; that will cure all. Hope for the best, expect the best, toil for the best and everything will come right for you in the end.",faith,/wiki/Ramana_Maharshi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Sri_Ramana_Maharshi_-_Portrait_-_G._G_Welling_-_1948.jpg/67px-Sri_Ramana_Maharshi_-_Portrait_-_G._G_Welling_-_1948.jpg,faith,quote500k,p,0.484660052,"{'source': 'prediction', 'related_topic': 'buddhism', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,p
16711,Emile Durkheim,"Man seeks to learn, and man kills himself because of the loss of cohesion in his religious society; he does not kill himself because of his learning. It is certainly not the learning he acquires that disorganizes religion; but the desire for knowledge wakens because religion becomes disorganized.",religion,/entity/Q15948,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/%C3%89mile_Durkheim.jpg/73px-%C3%89mile_Durkheim.jpg,religion,quote500k,c,0,none,0.36097863,"{'source': 'prediction', 'related_topic': 'capitalism', 'stance': 'c', 'correlation': 'consistent'}",undirect,c
8439,Bryan Stevenson,"I've also represented people who have committed terrible crimes but nonetheless struggle to recover and to find redemption. I have discovered, deep in the hearts of many condemned and incarcerated people, the scattered traces of hope and humanity - seeds of restoration that come to astonishing life when nurtured by very simple interventions.Proximity has taught me some basic and humbling truths, including this vital lesson: Each of us is more than the worst thing we've ever done. My work with the poor and incarcerated has persuaded me that the opposite of poverty is not wealth; the opposite of poverty is justice. Finally, I've come to believe that the true measure of our commitment to justice, the character of our society, our commitment to the rule of law, fairness, and equality cannot be measured by how we treat the rich, the powerful, the privileged, and the respected among us. The true measure of our character is how we treat the poor, the disfavored, the accused, the incarcerated, and the condemned.We are all implicated when we allow other people to be mistreated. An absence of compassion can corrupt the decency of a community, a state, a nation. Fear and anger can make us vindictive and abusive, unjust and unfair, until we all suffer from the absence of mercy and we condemn ourselves as much as we victimize others. The closer we get to mass incarceration and extreme levels of punishment, the more I believe it's never to recognize that we all need mercy, we all need justice, and - perhaps - we all need some measure of unmerited grace.",imprisonment,/wiki/Bryan_Stevenson,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Bryan_Stevenson_at_TED_2012.jpg/100px-Bryan_Stevenson_at_TED_2012.jpg,incarceration,quote500k,c,0,none,0.28539139,prediction,direct,c
0,Hillary Clinton,"""i've said consistently that i would not meet with hamas , given that it 's a terrorist organization , """,nationalism,error,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Hillary_Clinton_by_Gage_Skidmore_2.jpg/67px-Hillary_Clinton_by_Gage_Skidmore_2.jpg,hamas,gigaword,p,0.999748683,prediction,0,none,direct,c
8960,William Lane Craig,"The most popular form of atheism is a philosophy called naturalism. Naturalism is the view that science and science alone determines what exists. What exists is what our best scientific theories of the world require. If something is not required by our best scientific theories of the world, then it does not exist. But this is devastating for ethics because moral values are not required by science. Science is morally neutral. You cannot find moral values in a test tube. So it follows immediately, from the perspective of naturalism, that moral values do not really exist. They are just subjective illusions of human beings.",atheism,/wiki/William_Lane_Craig,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/William_Lane_Craig.jpg/66px-William_Lane_Craig.jpg,atheism,quote500k,c,0,none,1,ibm,direct,c
16684,Gavyn Davies,"As long as the appointment process is transparent and there is a broad mix of political views among the governors of the BBC, I think the public can feel confident that impartiality and independence are just as important to me as they have been to previous incumbents.",independence,/wiki/Gavyn_Davies,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Gavyn_Davies.jpg/81px-Gavyn_Davies.jpg,independence,quote500k,p,0.90877549,"{'source': 'ibm', 'related_topic': 'socialism', 'stance': 'p', 'correlation': 'consistent'}",0,none,undirect,p
